scenario,buffer_distance_m,admin_level,subcounty,total_dog_population,covered_dog_population,uncovered_dog_population,coverage_pct,pct_of_country_dog_population,pct_of_total_buffer_population,uncovered_rural_dog_population,uncovered_urban_dog_population,pct_uncovered_population_rural,pct_uncovered_population_urban,uncovered_rural_pixel_count,uncovered_urban_pixel_count,coverage_class
3km,3000,subcounty,Bomet Central,21553.578125,21553.578125,0,100,0.33406183735775424,0.34832444364609777,0,0,NA,NA,0,0,≥70% coverage
3km,3000,subcounty,Bomet East,21763.96875,21763.96875,0,100,0.33732271025517935,0.3517245379124172,0,0,NA,NA,0,0,≥70% coverage
3km,3000,subcounty,Bonchari,21687.677734375,21687.677734375,0,100,0.33614026543298925,0.35049160918853395,0,0,NA,NA,0,0,≥70% coverage
3km,3000,subcounty,Bondo,32995.296875,32921.6015625,73.6953125,99.77664903947012,0.511398591653889,0.5320415237642272,54.83879470825195,4.720914840698242,74.41286677256706,6.405990666907399,1348.0216064453125,21.54110336303711,≥70% coverage
3km,3000,subcounty,Borabu,17684.12890625,17684.12890625,0,100,0.27408871790252914,0.28579080127260337,0,0,NA,NA,0,0,≥70% coverage
3km,3000,subcounty,Budalangi,14365.3955078125,14346.15234375,19.2431640625,99.86604501037209,0.22265121781076305,0.23184621618824044,19.24310874938965,0,99.99971255709211,0,1807.658447265625,0,≥70% coverage
3km,3000,subcounty,Bumula,35319.29296875,35319.29296875,0,100,0.5474185230354849,0.5707902883671839,0,0,NA,NA,0,0,≥70% coverage
3km,3000,subcounty,Bura,16358.8779296875,11993.7880859375,4365.08984375,73.31669163061366,0.2535484728618637,0.19382997746428127,4300.93359375,64.15592956542969,98.53024216461753,1.4697504945353896,1444087.375,86.80072784423828,≥70% coverage
3km,3000,subcounty,Buret,27565.8515625,27565.8515625,0,100,0.4272468806754039,0.44548797668084295,0,0,NA,NA,0,0,≥70% coverage
3km,3000,subcounty,Butere,24303.50390625,24303.50390625,0,100,0.3766833108668927,0.392765620060836,0,0,NA,NA,0,0,≥70% coverage
3km,3000,subcounty,Butula,22083.119140625,22083.119140625,0,100,0.3422692655448539,0.3568822839538943,0,0,NA,NA,0,0,≥70% coverage
3km,3000,subcounty,Buuri,18637.361328125,18232.083984375,405.27734375,97.82545749575392,0.288862996791805,0.2946462287391714,405.277587890625,0,100.00006024038322,0,74842.625,0,≥70% coverage
3km,3000,subcounty,Central Imenti,23676.81640625,23675.775390625,1.041015625,99.99560322803903,0.3669701961123495,0.3826209849242573,1.0424355268478394,0,100.13639582478307,0,29630.609375,0,≥70% coverage
3km,3000,subcounty,Changamwe,12248.896484375,12248.896484375,0,100,0.18984731172914007,0.19795274958313053,0,0,NA,NA,0,0,≥70% coverage
3km,3000,subcounty,Chepalungu,29729.42578125,29729.42578125,0,100,0.4607804116085883,0.4804532052689911,0,0,NA,NA,0,0,≥70% coverage
3km,3000,subcounty,Cherangany,32313.47265625,32099.58984375,213.8828125,99.33810019500139,0.5008309054001412,0.5187571042147856,177.4434814453125,36.4388313293457,82.96294562954304,17.036820725997188,1465.824951171875,99.44742584228516,≥70% coverage
3km,3000,subcounty,Chesumei,23933.720703125,23929.234375,4.486328125,99.98125519980513,0.3709519907332445,0.3867171010868504,2.302359104156494,2.183973789215088,51.319454128346756,48.68065215838594,609.84234619140625,4.86637020111084,≥70% coverage
3km,3000,subcounty,Dadaab,18304.55859375,15911.5361328125,2393.0224609375,86.92663115211866,0.28370484197044643,0.25714417062789646,2044.1949462890625,348.82720947265625,85.42314080446285,14.576846442803479,763789.5,617.82904052734375,≥70% coverage
3km,3000,subcounty,Dagoretti,46070.81640625,46070.81640625,0,100,0.7140578463578722,0.7445441958620754,0,0,NA,NA,0,0,≥70% coverage
3km,3000,subcounty,Dujis,13835.3427734375,13627.662109375,207.6806640625,98.49891204386185,0.21443585842519405,0.22023479326336004,205.86795043945312,1.8128530979156494,99.127163026356,0.8729041319754662,57626.8203125,8.833044052124023,≥70% coverage
3km,3000,subcounty,Eldama Ravine,18334.8046875,18313.35546875,21.44921875,99.8830136501829,0.2841736302891386,0.29595964614091497,21.448719024658203,0,99.9976701932708,0,20354.923828125,0,≥70% coverage
3km,3000,subcounty,Eldas,10289.37109375,4612.06640625,5677.3046875,44.82359868477749,0.15947636132150983,0.07453497770528014,5268.42236328125,408.8823547363281,92.79794996525365,7.202050572282732,521535.09375,684.48907470703125,<50% coverage
3km,3000,subcounty,Embakasi Central,39908.1171875,39908.1171875,0,100,0.6185413334077133,0.6449496522424492,0,0,NA,NA,0,0,≥70% coverage
3km,3000,subcounty,Embakasi East,75585.375,75527.0234375,58.3515625,99.92280045908352,1.1715080022183029,1.220581950084586,0,58.345458984375,0,99.98954009907618,237.38766479492188,212.9270477294922,≥70% coverage
3km,3000,subcounty,Embakasi North,20631.306640625,20631.306640625,0,100,0.31976742624762794,0.3334197396650467,0,0,NA,NA,0,0,≥70% coverage
3km,3000,subcounty,Embakasi South,35962.265625,35962.265625,0,100,0.5573840436405548,0.58118128198639,0,0,NA,NA,0,0,≥70% coverage
3km,3000,subcounty,Embakasi West,46679.55078125,46679.55078125,0,100,0.7234927031874884,0.754381869276226,0,0,NA,NA,0,0,≥70% coverage
3km,3000,subcounty,Emgwen,21148.23046875,21142.00390625,6.2265625,99.97055752485203,0.3277792989304817,0.3416730486928447,4.792758941650391,1.433220386505127,76.97279103277917,23.01784309569087,2555.6474609375,7.864264965057373,≥70% coverage
3km,3000,subcounty,Emuhaya,14531.2685546875,14531.2685546875,0,100,0.22522210671309892,0.23483785408755925,0,0,NA,NA,0,0,≥70% coverage
3km,3000,subcounty,Emurua Dikirr,11157.595703125,11089.4267578125,68.1689453125,99.38903553125333,0.17293309256886652,0.1792147170816534,63.11983871459961,5.0493011474609375,92.59324524568441,7.4070401475539,643.92474365234375,16.408042907714844,≥70% coverage
3km,3000,subcounty,Endebess,15799.7744140625,14961.7392578125,838.03515625,94.69590429402517,0.244882851468531,0.2417946325538706,754.89886474609375,83.13609313964844,90.07961767667115,9.920358653169384,37215.64453125,261.52789306640625,≥70% coverage
3km,3000,subcounty,Fafi,13912.791015625,10146.208984375,3766.58203125,72.9272003940843,0.21563623925918998,0.16397150297287172,3455.924072265625,310.6578674316406,91.75225824349621,8.24773932584561,1882335.75,970.87786865234375,≥70% coverage
3km,3000,subcounty,Funyula,17294.44921875,17294.44921875,0,100,0.2680490194528201,0.2794932408600618,0,0,NA,NA,0,0,≥70% coverage
3km,3000,subcounty,Gachoka,23596.197265625,23377.60546875,218.591796875,99.0736143014305,0.365720669092418,0.3778023013837901,218.3544464111328,0,99.89141840304148,0,9099.0654296875,0,≥70% coverage
3km,3000,subcounty,Galole,5488.9501953125,4536.06201171875,952.88818359375,82.63988286125267,0.08507398524630341,0.0733066810258973,952.88812255859375,0,99.99999359472001,0,1045167.375,22.746986389160156,≥70% coverage
3km,3000,subcounty,Ganze,12921.34765625,11164.11328125,1757.234375,86.40053327448369,0.200269723855198,0.18042171582559066,1746.9130859375,10.3214111328125,99.41264015720725,0.5873667895218873,173164.03125,34.38528823852539,≥70% coverage
3km,3000,subcounty,Garsen,8600.595703125,5870.27294921875,2730.32275390625,68.25425995882826,0.13330180196969704,0.09486868246324454,2646.0537109375,84.26860809326172,96.91358676009322,3.086397312284759,1752697.25,260.2414855957031,50–69% coverage
3km,3000,subcounty,Gatanga,23274.123046875,23237.474609375,36.6484375,99.84253568898734,0.36072879699316823,0.3755376656306745,36.648956298828125,0,100.0014156096781,0,8759.3173828125,0,≥70% coverage
3km,3000,subcounty,Gatundu North,15169.8994140625,15169.1708984375,0.728515625,99.99519762389245,0.2351203332181783,0.24514690707628478,0.7285835146903992,0,100.00931890656418,0,4345.13330078125,0,≥70% coverage
3km,3000,subcounty,Gatundu South,16749.6875,16749.6875,0,100,0.2596056835188802,0.27068942083988656,0,0,NA,NA,1591.3302001953125,0,≥70% coverage
3km,3000,subcounty,Gem,29322.568359375,29322.568359375,0,100,0.4544744731186559,0.47387803782829985,0,0,NA,NA,0,0,≥70% coverage
3km,3000,subcounty,Gichugu,18840.302734375,18832.82421875,7.478515625,99.9603057565983,0.2920084132351753,0.30435470993430935,7.478551864624023,0,100.0004845831157,0,23823.443359375,0,≥70% coverage
3km,3000,subcounty,Gilgil,30202.9921875,29085.408203125,1117.583984375,96.29975739676041,0.4681202817157835,0.4700453248095281,1053.737060546875,63.84782409667969,94.28705808952417,5.713022465366312,46378.34375,306.0279235839844,≥70% coverage
3km,3000,subcounty,Githunguri,22737.083984375,22737.083984375,0,100,0.3524051555582668,0.36745092081976627,0,0,NA,NA,0,0,≥70% coverage
3km,3000,subcounty,Hamisi,24408.798828125,24408.798828125,0,100,0.3783152911748493,0.3944672769675529,0,0,NA,NA,226.87571716308594,0,≥70% coverage
3km,3000,subcounty,Homa Bay,19589.1875,19589.1875,0,100,0.30361548002116484,0.31657819401698956,0,0,NA,NA,0,0,≥70% coverage
3km,3000,subcounty,Igembe Central,29966.982421875,29537.15625,429.826171875,98.5656674875571,0.4644623342751396,0.4773459635333337,429.82598876953125,0,99.99995740011178,0,51785.6796875,0,≥70% coverage
3km,3000,subcounty,Igembe North,23499.7421875,22929.876953125,569.865234375,97.57501495195925,0.3642256987244331,0.3705666217576459,559.80474853515625,10.061440467834473,98.23458508556368,1.765582432637668,94785.5,73.6047134399414,≥70% coverage
3km,3000,subcounty,Igembe South,23460.6640625,23246.771484375,213.892578125,99.0882927373446,0.3636200215527688,0.37568791116268047,213.8921356201172,0,99.99979311816863,0,71619.8125,0.43051204085350037,≥70% coverage
3km,3000,subcounty,Ijara,9349.5595703125,6842.89306640625,2506.66650390625,73.18946967442588,0.14491009476155686,0.11058706384908873,2502.810791015625,3.8559863567352295,99.84618165660983,0.15382925294315275,903332.875,122.22166442871094,≥70% coverage
3km,3000,subcounty,Ikolomani,17884.5625,17884.5625,0,100,0.2771952654190494,0.2890299813115769,0,0,NA,NA,0,0,≥70% coverage
3km,3000,subcounty,Isiolo North,25368.81640625,20554.740234375,4814.076171875,81.02364692627529,0.39319473412321954,0.3321823603907406,4814.07568359375,0,99.99998985721803,0,1694975.5,0,≥70% coverage
3km,3000,subcounty,Isiolo South,15897.123046875,10474.9580078125,5422.1650390625,65.89216160009298,0.24639167116208754,0.16928437121330756,5422.1650390625,0,100,0,1114789.125,0,50–69% coverage
3km,3000,subcounty,Jomvu,11302.9521484375,11302.9521484375,0,100,0.17518599187455366,0.18266547186874374,0,0,NA,NA,0.0627841204404831,0,≥70% coverage
3km,3000,subcounty,Juja,61620.5078125,61478.3046875,142.203125,99.76922759962852,0.9550646272919756,0.9935425177381642,142.08352661132812,0.11925837397575378,99.91589608971542,0.08386480534499773,916.69354248046875,3.603330135345459,≥70% coverage
3km,3000,subcounty,Kabete,22402.724609375,22402.724609375,0,100,0.3472228741522513,0.36204738445103485,0,0,NA,NA,0,0,≥70% coverage
3km,3000,subcounty,Kabondo Kasipul,19195.033203125,19195.033203125,0,100,0.2975064289924732,0.3102083200511233,0,0,NA,NA,0,0,≥70% coverage
3km,3000,subcounty,Kabuchai,28864.330078125,28864.330078125,0,100,0.4473721757045445,0.4664725113097766,0,0,NA,NA,0,0,≥70% coverage
3km,3000,subcounty,Kacheliba,18223.439453125,9290.66796875,8932.771484375,50.98196744169945,0.28244756538254484,0.15014522101839947,8931.8056640625,0,99.98918789858008,0,382811.625,0,50–69% coverage
3km,3000,subcounty,Kaiti,18070.318359375,18070.318359375,0,100,0.28007432073519684,0.292031956482268,0,0,NA,NA,0,0,≥70% coverage
3km,3000,subcounty,Kajiado Central,15504.248046875,11421.8349609375,4082.4130859375,73.66906751236903,0.2403024481295695,0.18458672082717606,4082.41357421875,0,100.00001196060369,0,278099.03125,0,≥70% coverage
3km,3000,subcounty,Kajiado East,28810.919921875,25395.73046875,3415.189453125,88.14619782226399,0.44654436443223683,0.41041694493654274,3188.37451171875,226.81414794921875,93.35864248471756,6.64133428210482,159083.265625,663.12158203125,≥70% coverage
3km,3000,subcounty,Kajiado North,30720.802734375,30720.802734375,0,100,0.4761458977730842,0.49647471332849474,0,0,NA,NA,0,0,≥70% coverage
3km,3000,subcounty,Kajiado South,17830.20703125,15160.193359375,2670.013671875,85.02533556006715,0.27635280261979817,0.2450018222889181,2531.413330078125,138.34933471679688,94.80900254343852,5.181596490464483,566744.875,433.9227600097656,≥70% coverage
3km,3000,subcounty,Kajiado West,18517.2265625,13646.8564453125,4870.3701171875,73.69816640332797,0.2870010117282354,0.22054499031499622,4734.6767578125,134.56492614746094,97.2139004611551,2.7629301862004763,683569.5,346.3044738769531,≥70% coverage
3km,3000,subcounty,Kaloleni,13932.482421875,13555.5166015625,376.9658203125,97.29433844667453,0.21594143904151306,0.21906885952722527,309.7640075683594,67.2025375366211,82.17296923937795,17.827223030701038,10113.078125,334.66717529296875,≥70% coverage
3km,3000,subcounty,Kamukunji,35221.00390625,35221.00390625,0,100,0.5458951274943596,0.5692018522006572,0,0,NA,NA,0,0,≥70% coverage
3km,3000,subcounty,Kandara,22110.8515625,22110.8515625,0,100,0.34269909412144633,0.3573304638507331,0,0,NA,NA,0,0,≥70% coverage
3km,3000,subcounty,Kanduyi,47235.8515625,47235.8515625,0,100,0.7321148846197387,0.763372170515538,0,0,NA,NA,28.583473205566406,0,≥70% coverage
3km,3000,subcounty,Kangema,15059.6669921875,15059.6669921875,0,100,0.23341182592651685,0.24337722934572903,0,0,NA,NA,11217.8388671875,0,≥70% coverage
3km,3000,subcounty,Kangundo,13119.8564453125,13119.8564453125,0,100,0.20334643856220824,0.2120282150150021,0,0,NA,NA,0,0,≥70% coverage
3km,3000,subcounty,Kapenguria,26645.541015625,23977.55859375,2667.982421875,89.98713360591745,0.41298286240216037,0.38749806221140737,2667.700927734375,0,99.98944917558987,0,74419.0234375,0,≥70% coverage
3km,3000,subcounty,Kapseret,28328.677734375,28328.677734375,0,100,0.43907002721206023,0.4578159066596173,0,0,NA,NA,0,0,≥70% coverage
3km,3000,subcounty,Karachuonyo,28018.77734375,28018.77734375,0,100,0.4342668389298328,0.45280764860964856,0,0,NA,NA,0,0,≥70% coverage
3km,3000,subcounty,Kasarani,89181.0234375,88863.4375,317.5859375,99.64388619320727,1.3822288055466985,1.436109923287611,187.63990783691406,129.9454345703125,59.08319156509065,40.916621054832596,2946.93701171875,250.86134338378906,≥70% coverage
3km,3000,subcounty,Kasipul,20636.703125,20636.703125,0,100,0.3198510670925554,0.33350695151482246,0,0,NA,NA,0,0,≥70% coverage
3km,3000,subcounty,Kathiani,15200.5615234375,15197.185546875,3.3759765625,99.97779044835092,0.23559556941959567,0.24559964799820228,3.3754160404205322,0,99.98339674256943,0,42.812862396240234,0,≥70% coverage
3km,3000,subcounty,Keiyo North,14056.974609375,13908.2470703125,148.7275390625,98.94196622534048,0.21787096037907222,0.2247692886426054,148.727783203125,0,100.00016415293803,0,10860.9833984375,0,≥70% coverage
3km,3000,subcounty,Keiyo South,16450.8203125,16308.4580078125,142.3623046875,99.13461880937739,0.2549735003517434,0.26355877104730313,142.36343383789062,0,100.00079315264887,0,7351.943359375,0,≥70% coverage
3km,3000,subcounty,Kesses,23764.83984375,23726.74609375,38.09375,99.83970542090559,0.36833448333608837,0.38344471552273607,38.0920295715332,0,99.99548369885665,0,11883.0625,0,≥70% coverage
3km,3000,subcounty,Khwisero,18263.70703125,18263.70703125,0,100,0.2830716780498881,0.2951572844973034,0,0,NA,NA,0,0,≥70% coverage
3km,3000,subcounty,Kiambaa,35377.01171875,35377.01171875,0,100,0.548313113788035,0.5717230732331166,0,0,NA,NA,0,0,≥70% coverage
3km,3000,subcounty,Kiambu,18628.380859375,18617.69921875,10.681640625,99.94265931802857,0.28872380728584174,0.3008781040777415,10.681178092956543,0,99.99566984080728,0,11.605378150939941,0,≥70% coverage
3km,3000,subcounty,Kibra,21209.4609375,21209.4609375,0,100,0.328728318289322,0.3427632125971349,0,0,NA,NA,0,0,≥70% coverage
3km,3000,subcounty,Kibwezi East,20600.552734375,19502.287109375,1098.265625,94.66875651755021,0.3192907672739661,0.31517380862717015,1098.2652587890625,0,99.9999666555222,0,118950.84375,0,≥70% coverage
3km,3000,subcounty,Kibwezi West,19034.6640625,18296.5625,738.1015625,96.12232945075124,0.2950208458813084,0.2956882572576824,738.10174560546875,0,100.00002480762514,0,70980.71875,0,≥70% coverage
3km,3000,subcounty,Kieni,28016.505859375,27761.390625,255.115234375,99.08941095061778,0.4342316328847186,0.44864805686620163,255.11590576171875,0,100.00026316998292,0,82467.703125,0,≥70% coverage
3km,3000,subcounty,Kigumo,21769.546875,21767.111328125,2.435546875,99.98881213794212,0.33740916637284596,0.35177532468993766,2.435349464416504,0,99.99189460956295,0,4525.59521484375,0,≥70% coverage
3km,3000,subcounty,Kiharu,20676.90625,20676.90625,0,100,0.3204741807921525,0.33415666874818595,0,0,NA,NA,0,0,≥70% coverage
3km,3000,subcounty,Kikuyu,32334.775390625,32304.865234375,29.91015625,99.90749848765404,0.501161079376118,0.5220745318743144,29.909746170043945,0,99.99862896083648,0,1860.6070556640625,0,≥70% coverage
3km,3000,subcounty,Kilgoris,24082.115234375,21446.451171875,2635.6640625,89.0555126206778,0.373251977745875,0.3465931795316032,2635.0498046875,0.6139608025550842,99.97669438145628,0.023294349658989754,116196.859375,2.673356533050537,≥70% coverage
3km,3000,subcounty,Kilifi North,23485.763671875,23275.30078125,210.462890625,99.10387035497152,0.3640090438105186,0.3761489692479768,155.16354370117188,55.300086975097656,73.7248943224106,26.275457307877907,19346.80859375,257.4578552246094,≥70% coverage
3km,3000,subcounty,Kilifi South,20176.53125,20167.65625,8.875,99.95601325178231,0.3127188006460596,0.32592674878324857,8.874991416931152,0,99.9999032893651,0,466.6440124511719,0,≥70% coverage
3km,3000,subcounty,Kilimani,29718.95703125,29718.95703125,0,100,0.460618155029214,0.4802840212245475,0,0,NA,NA,0,0,≥70% coverage
3km,3000,subcounty,Kilome,17601.943359375,16226.8935546875,1375.0498046875,92.18807959659107,0.27281491293919136,0.2622406190174502,1375.0498046875,0,100,0,22497.486328125,0,≥70% coverage
3km,3000,subcounty,Kimilili,26039.8359375,26039.8359375,0,100,0.403594957056613,0.42082624578443867,0,0,NA,NA,0,0,≥70% coverage
3km,3000,subcounty,Kiminini,34682.3203125,34682.3203125,0,100,0.5375459972460565,0.560496259931659,0,0,NA,NA,0,0,≥70% coverage
3km,3000,subcounty,Kinango,24462.083984375,19198.955078125,5263.12890625,78.48454404125262,0.37914116505516443,0.31027170093941486,5115.51318359375,147.61605834960938,97.19528582169144,2.8047205565175184,344623.1875,528.2462158203125,≥70% coverage
3km,3000,subcounty,Kinangop,20753.3359375,20750.259765625,3.076171875,99.98517745829267,0.3216587749085843,0.33534212493422527,3.0764729976654053,0,100.0097888764881,0,10762.5302734375,0,≥70% coverage
3km,3000,subcounty,Kipipiri,20827.763671875,20391.41796875,436.345703125,97.9049805346398,0.3228123404813858,0.3295429314764824,436.34613037109375,0,100.00009791458714,0,20040.357421875,0,≥70% coverage
3km,3000,subcounty,Kipkelion East,19051.927734375,18991.111328125,60.81640625,99.68078607531,0.29528841787852655,0.3069127663734601,43.31849670410156,17.49859046936035,71.22830725319545,28.772812384586356,18710.07421875,77.49236297607422,≥70% coverage
3km,3000,subcounty,Kipkelion West,18451.10546875,18451.10546875,0,100,0.28597619190768736,0.29818580514959464,0,0,NA,NA,57.09209442138672,0,≥70% coverage
3km,3000,subcounty,Kirinyaga Central,17006.181640625,17006.181640625,0,100,0.26358112107229975,0.27483458774969344,0,0,NA,NA,9434.6904296875,0,≥70% coverage
3km,3000,subcounty,Kisauni,15392.8291015625,15372.654296875,20.1748046875,99.86893374470421,0.2385755507498539,0.24843537459387752,4.283587455749512,15.89181900024414,21.23236146322426,78.77062130911467,84.20320892333984,104.13243865966797,≥70% coverage
3km,3000,subcounty,Kisumu Central,28937.48828125,28937.48828125,0,100,0.448506064639922,0.4676548110770763,0,0,NA,NA,0,0,≥70% coverage
3km,3000,subcounty,Kisumu East,36774.2890625,36765.41015625,8.87890625,99.9758556685218,0.5699697052850206,0.5941607914855842,7.95130729675293,0,89.55277905713814,0,365.15093994140625,0,≥70% coverage
3km,3000,subcounty,Kisumu West,29481.2421875,29479.9609375,1.28125,99.99565401623225,0.4569337803509221,0.4764216378696232,0.7240614295005798,0,56.51211157077696,0,159.55604553222656,0,≥70% coverage
3km,3000,subcounty,Kitui Central,20143.88671875,20000.201171875,143.685546875,99.28670395698137,0.3122128386185108,0.32322053004845996,143.68446350097656,0,99.99924601043946,0,1487.9605712890625,0,≥70% coverage
3km,3000,subcounty,Kitui East,19850.4609375,17408.296875,2442.1640625,87.69719217004958,0.30766499254654867,0.2813331173433867,2442.16357421875,0,99.99998000620607,0,305234.34375,0,≥70% coverage
3km,3000,subcounty,Kitui Rural,16017.7646484375,14811.4716796875,1206.29296875,92.46903050939963,0.24826151174475183,0.23936617866816864,1206.29248046875,0,99.99995952216729,0,36299.859375,0,≥70% coverage
3km,3000,subcounty,Kitui South,25860.580078125,23104.447265625,2756.1328125,89.34233956015795,0.4008166461240771,0.37338782882711885,2756.1318359375,0,99.99996456765452,0,1168839.125,0,≥70% coverage
3km,3000,subcounty,Kitui West,16125.3212890625,16125.3212890625,0,100,0.24992854673907325,0.26059912345191044,0,0,NA,NA,0,0,≥70% coverage
3km,3000,subcounty,Kitutu Chache North,17653.6484375,17653.6484375,0,100,0.273616296973851,0.2852982105640982,0,0,NA,NA,0,0,≥70% coverage
3km,3000,subcounty,Kitutu Chache South,19988.89453125,19988.89453125,0,100,0.3098105936347746,0.3230378049676233,0,0,NA,NA,0,0,≥70% coverage
3km,3000,subcounty,Kitutu Masaba,32909.91015625,32909.91015625,0,100,0.5100751712924925,0.5318525805384735,0,0,NA,NA,0,0,≥70% coverage
3km,3000,subcounty,Konoin,23090.244140625,22908.537109375,181.70703125,99.21305712428435,0.35787883282865857,0.37022175144615493,164.78839111328125,16.917654037475586,90.68905588279553,9.310401430861297,41119.8984375,24.35344696044922,≥70% coverage
3km,3000,subcounty,Kuresoi North,26612.576171875,26597.3984375,15.177734375,99.94296781237195,0.4124719358076307,0.4298369374888086,14.13154125213623,1.0466899871826172,93.10705341775511,6.896220221818298,3150.248779296875,0.9536595940589905,≥70% coverage
3km,3000,subcounty,Kuresoi South,22784.896484375,22766.150390625,18.74609375,99.91772578926195,0.3531462079954091,0.36792065905659666,18.70862579345703,0.03866096958518028,99.80012925869973,0.20623480337166392,61.141693115234375,2.3178551197052,≥70% coverage
3km,3000,subcounty,Kuria East,19300.62890625,19300.611328125,0.017578125,99.9999089245999,0.29914307114991184,0.31191455376501265,0.016812654212117195,0,95.64532174004448,0,20.997568130493164,0,≥70% coverage
3km,3000,subcounty,Kuria West,31549.830078125,31549.830078125,0,100,0.48899510527203366,0.5098725114390635,0,0,NA,NA,0,0,≥70% coverage
3km,3000,subcounty,Kwanza,26183.71484375,26142.087890625,41.626953125,99.84101968199163,0.40582495578351346,0.4224787256871923,29.854856491088867,11.771978378295898,71.720013716687,28.279702199068645,313.2862243652344,25.296010971069336,≥70% coverage
3km,3000,subcounty,Lafey,6645.822265625,4415.21337890625,2230.60888671875,66.43592323772482,0.10300450272953279,0.0713536627128507,2230.608642578125,0,99.99998905497837,0,391365.40625,0,50–69% coverage
3km,3000,subcounty,Lagdera,11643.935546875,4907.42529296875,6736.51025390625,42.14576139839425,0.18047093992029825,0.07930823248903728,6736.509765625,0,99.99999275171815,0,722315.4375,5.05705451965332,<50% coverage
3km,3000,subcounty,Laikipia East,39500.890625,37310.71484375,2190.17578125,94.45537620393843,0.612229673557053,0.6029733863498555,2121.55419921875,68.62120819091797,96.8668459116973,3.1331370193379526,161329.75,156.51589965820312,≥70% coverage
3km,3000,subcounty,Laikipia North,13598.62109375,8945.146484375,4653.474609375,65.77980533986816,0.21076687693171778,0.1445612953186987,4644.66552734375,8.809009552001953,99.81069882677552,0.18929961569479964,454423.0625,126.99164581298828,50–69% coverage
3km,3000,subcounty,Laikipia West,21865.998046875,20283.30859375,1582.689453125,92.76186959437148,0.3389040761973311,0.32779579057572755,1582.689453125,0,100,0,72208.0703125,0,≥70% coverage
3km,3000,subcounty,Laisamis,9775.181640625,4515.90576171875,5259.27587890625,46.19766596408754,0.15150686908849267,0.07298093861196844,5216.76611328125,37.02177810668945,99.19171827826152,0.7039329930414056,2437688,74.0060043334961,<50% coverage
3km,3000,subcounty,Lamu East,1118.7493896484375,1004.9446411132812,113.80474853515625,89.82750296105914,0.01733964887321108,0.01624077361915569,113.80479431152344,0,100.00004022360032,0,236838.4375,0,≥70% coverage
