scenario,buffer_distance_m,admin_level,subcounty,total_dog_population,covered_dog_population,uncovered_dog_population,coverage_pct,pct_of_country_dog_population,pct_of_total_buffer_population,uncovered_rural_dog_population,uncovered_urban_dog_population,pct_uncovered_population_rural,pct_uncovered_population_urban,uncovered_rural_pixel_count,uncovered_urban_pixel_count,coverage_class
1km,1000,subcounty,Bonchari,21687.677734375,21091.51171875,596.166015625,97.25113023659479,0.33614026543298925,0.4488494448679373,0,596.16766357421875,0,100.00027642454879,0,750.4698486328125,≥70% coverage
1km,1000,subcounty,Bondo,32995.296875,20687.556640625,12307.740234375,62.69850130155861,0.511398591653889,0.4402528580046635,4067.614990234375,8225.5185546875,33.049243100481576,66.83207800985248,24737.66015625,15821.4384765625,50–69% coverage
1km,1000,subcounty,Borabu,17684.12890625,15380.703125,2303.42578125,86.97461552411602,0.27408871790252914,0.327317460758282,1098.2239990234375,1205.200927734375,47.67785478321183,52.32210812020818,6103.7646484375,2844.65771484375,≥70% coverage
1km,1000,subcounty,Budalangi,14365.3955078125,10189.7275390625,4175.66796875,70.93245385078959,0.22265121781076305,0.2168480671396273,519.32000732421875,3656.34814453125,12.436812773686096,87.56319161137206,9298.9912109375,4202.34912109375,≥70% coverage
1km,1000,subcounty,Bumula,35319.29296875,29573.662109375,5745.630859375,83.73231631658467,0.5474185230354849,0.6293584830481567,243.6754608154297,5501.955078125,4.241056670353798,95.75893775263337,988.6204833984375,8294.7216796875,≥70% coverage
1km,1000,subcounty,Bura,16358.8779296875,9151.0771484375,7207.80078125,55.93951607053963,0.2535484728618637,0.19474449972063304,6219.1796875,988.6212158203125,86.28401195102745,13.715989742558655,1568850.25,3142.185546875,50–69% coverage
1km,1000,subcounty,Buret,27565.8515625,22380.57421875,5185.27734375,81.1894897134107,0.4272468806754039,0.4762820440690042,277.304931640625,4907.97265625,5.347928630565355,94.65207607777731,1688.931396484375,7984.75927734375,≥70% coverage
1km,1000,subcounty,Butere,24303.50390625,20569.478515625,3734.025390625,84.63585578018345,0.3766833108668927,0.43774003191784583,77.9236831665039,3656.100830078125,2.0868546679448547,97.91312183515089,221.63705444335938,4475.6318359375,≥70% coverage
1km,1000,subcounty,Butula,22083.119140625,16253.80078125,5829.318359375,73.60283064066276,0.3422692655448539,0.3458978927135186,114.98861694335938,5714.32958984375,1.9725911308039807,98.02740625160197,429.4749755859375,8923.138671875,≥70% coverage
1km,1000,subcounty,Buuri,18637.361328125,11734.9345703125,6902.4267578125,62.96457080865688,0.288862996791805,0.24973169006012325,4474.4736328125,2427.95263671875,64.82464486491037,35.175348061037745,123070.5,5048.0302734375,50–69% coverage
1km,1000,subcounty,Central Imenti,23676.81640625,18720.724609375,4956.091796875,79.06774410952168,0.3669701961123495,0.39839661378911806,2484.63720703125,2471.455810546875,50.1329940780739,49.867030552283545,50748.8046875,5100.12353515625,≥70% coverage
1km,1000,subcounty,Changamwe,12248.896484375,12124.916015625,123.98046875,98.98782336100112,0.18984731172914007,0.25803090339160295,3.005908250808716,120.97477722167969,2.4245014405212237,97.57567336321246,179.6028594970703,241.47885131835938,≥70% coverage
1km,1000,subcounty,Chepalungu,29729.42578125,24098.390625,5631.03515625,81.05905173654101,0.4607804116085883,0.5128389751516115,650.67584228515625,4980.3583984375,11.555172792039096,88.44481094936336,4187.33837890625,11113.033203125,≥70% coverage
1km,1000,subcounty,Cherangany,32313.47265625,18291.658203125,14021.814453125,56.60690943901713,0.5008309054001412,0.38926563158049865,4042.296630859375,9979.5185546875,28.82862731048677,71.17137791295902,19894.05859375,20505.37890625,50–69% coverage
1km,1000,subcounty,Chesumei,23933.720703125,17450.9140625,6482.806640625,72.91350258057224,0.3709519907332445,0.37137371630066457,1983.6302490234375,4499.17626953125,30.598325061754394,69.40167305526005,14736.7177734375,9465.91796875,≥70% coverage
1km,1000,subcounty,Dadaab,18304.55859375,14126.23828125,4178.3203125,77.17333476740234,0.28370484197044643,0.300621135893954,2300.72998046875,1877.58935546875,55.0635137661852,44.93646286168373,800419.375,3557.24169921875,≥70% coverage
1km,1000,subcounty,Dagoretti,46070.81640625,46070.81640625,0,100,0.7140578463578722,0.9804351932808499,0,0,NA,NA,0,0,≥70% coverage
1km,1000,subcounty,Dujis,13835.3427734375,12959.4052734375,875.9375,93.6688413554761,0.21443585842519405,0.2757897082184955,292.9088439941406,583.0281982421875,33.43946845455762,66.56047928558687,61029.12890625,1180.0635986328125,≥70% coverage
1km,1000,subcounty,Eldama Ravine,18334.8046875,11340.0654296875,6994.7392578125,61.84993853476249,0.2841736302891386,0.24132846145667272,4651.88525390625,2342.854248046875,66.50548480003037,33.49451869031595,71980.875,6137.94091796875,50–69% coverage
1km,1000,subcounty,Eldas,10289.37109375,3709.484130859375,6579.886962890625,36.05161187268871,0.15947636132150983,0.07894170484719198,5769.17529296875,810.71173095703125,87.67894229043534,12.321058637166551,548401.8125,1933.0477294921875,<50% coverage
1km,1000,subcounty,Embakasi Central,39908.1171875,39908.1171875,0,100,0.6185413334077133,0.8492865036985394,0,0,NA,NA,0,0,≥70% coverage
1km,1000,subcounty,Embakasi East,75585.375,72604.5546875,2980.8203125,96.05635308087047,1.1715080022183029,1.5451009155212676,2.8989250659942627,2977.92041015625,0.09725259365140826,99.90271462081799,1961.938720703125,3160.81298828125,≥70% coverage
1km,1000,subcounty,Embakasi North,20631.306640625,20631.306640625,0,100,0.31976742624762794,0.4390557991304352,0,0,NA,NA,0,0,≥70% coverage
1km,1000,subcounty,Embakasi South,35962.265625,33941.40234375,2020.86328125,94.3806007599111,0.5573840436405548,0.722308566743853,47.86981201171875,1972.9912109375,2.3687803354074006,97.63110791528217,152.54981994628906,695.41986083984375,≥70% coverage
1km,1000,subcounty,Embakasi West,46679.55078125,46679.55078125,0,100,0.7234927031874884,0.9933896979144787,0,0,NA,NA,0,0,≥70% coverage
1km,1000,subcounty,Emgwen,21148.23046875,17590.890625,3557.33984375,83.17901893018163,0.3277792989304817,0.3743525640575465,815.42596435546875,2741.91455078125,22.922352099367615,77.07766677391265,11239.119140625,5229.64599609375,≥70% coverage
1km,1000,subcounty,Emuhaya,14531.2685546875,13224.5107421875,1306.7578125,91.00726954716926,0.22522210671309892,0.2814314300669161,0,1306.7572021484375,0,99.99995329267928,0,1094.514892578125,≥70% coverage
1km,1000,subcounty,Emurua Dikirr,11157.595703125,4411.56396484375,6746.03173828125,39.538661215410116,0.17293309256886652,0.09388269854830808,1523.6339111328125,5222.39794921875,22.585632120387906,77.41436968912497,7568.36865234375,17184.36328125,<50% coverage
1km,1000,subcounty,Endebess,15799.7744140625,7360.3828125,8439.3916015625,46.58536647174489,0.244882851468531,0.15663665001637578,2518.826416015625,5920.5654296875,29.846066339062645,70.15393655380733,57565.21875,8576.0126953125,<50% coverage
1km,1000,subcounty,Fafi,13912.791015625,8765.71484375,5147.076171875,63.00471870745067,0.21563623925918998,0.18654358653629044,4086.596435546875,1060.480224609375,79.39646313915325,20.603546347421908,1931824,2185.978759765625,50–69% coverage
1km,1000,subcounty,Funyula,17294.44921875,12557.9658203125,4736.4833984375,72.61269590879841,0.2680490194528201,0.2672466564882081,607.69842529296875,4128.78515625,12.830160567931898,87.16984329792075,3623.96142578125,7231.095703125,≥70% coverage
1km,1000,subcounty,Gachoka,23596.197265625,12362.6328125,11233.564453125,52.39247948867556,0.365720669092418,0.26308976563608943,9360.23828125,1873.08984375,83.32384899119111,16.67404724089099,96593.8046875,6179.06884765625,50–69% coverage
1km,1000,subcounty,Galole,5488.9501953125,2887.56787109375,2601.38232421875,52.60692424499861,0.08507398524630341,0.06145046657830244,1633.8826904296875,967.499755859375,62.80824910734246,37.191755585174725,1117000.5,3229.340087890625,50–69% coverage
1km,1000,subcounty,Ganze,12921.34765625,3491.79296875,9429.5546875,27.023442613286818,0.200269723855198,0.0743090090704077,8430.6171875,998.937255859375,89.40631309637335,10.593684314526385,310434.34375,5283.35302734375,<50% coverage
1km,1000,subcounty,Garsen,8600.595703125,3251.41015625,5349.185546875,37.80447620702145,0.13330180196969704,0.06919341122302813,4748.51904296875,600.6658935546875,88.77087925549414,11.229109334328422,1840962.125,2395.63232421875,<50% coverage
1km,1000,subcounty,Gatanga,23274.123046875,15724.2197265625,7549.9033203125,67.56095469158302,0.36072879699316823,0.33462785358219604,2820.353271484375,4729.55029296875,37.356150825089465,62.643852408602605,31334.7421875,8945.0908203125,50–69% coverage
1km,1000,subcounty,Gatundu North,15169.8994140625,13736.509765625,1433.3896484375,90.55109325834589,0.2351203332181783,0.29232730517095384,185.55453491210938,1247.8358154296875,12.945156616303002,87.05489235184028,8335.4580078125,1964.431884765625,≥70% coverage
1km,1000,subcounty,Gatundu South,16749.6875,13834.1064453125,2915.5810546875,82.59322118882815,0.2596056835188802,0.29440426466455644,57.887203216552734,2857.6943359375,1.9854431117078735,98.01457350475874,3841.601806640625,4129.13427734375,≥70% coverage
1km,1000,subcounty,Gem,29322.568359375,20339.865234375,8982.703125,69.36590610034999,0.4544744731186559,0.43285362096742785,1097.358642578125,7885.3447265625,12.216352108131426,87.78365060976564,4284.19482421875,13671.3740234375,50–69% coverage
1km,1000,subcounty,Gichugu,18840.302734375,14687.482421875,4152.8203125,77.95778352901416,0.2920084132351753,0.3125649986342888,76.86278533935547,4075.957763671875,1.8508574789041146,98.14914821629127,27962.515625,6741.81103515625,≥70% coverage
1km,1000,subcounty,Gilgil,30202.9921875,16645.66796875,13557.32421875,55.112645347897285,0.4681202817157835,0.354237236612466,8468.90234375,5088.42236328125,62.46735865501668,37.5326449465882,109610.703125,11068.2568359375,50–69% coverage
1km,1000,subcounty,Githunguri,22737.083984375,19818.9375,2918.146484375,87.16569597763566,0.3524051555582668,0.4217677335493785,92.06302642822266,2826.083740234375,3.15484595859623,96.84516371492768,306.4740295410156,3070.767333984375,≥70% coverage
1km,1000,subcounty,Hamisi,24408.798828125,23376.484375,1032.314453125,95.77072816899323,0.3783152911748493,0.49747605456630606,43.771728515625,988.5418701171875,4.240154575296332,95.75976265029468,3024.52392578125,982.036376953125,≥70% coverage
1km,1000,subcounty,Homa Bay,19589.1875,17325.716796875,2263.470703125,88.44530584474217,0.30361548002116484,0.3687093874500773,127.98048400878906,2135.489990234375,5.654170112831425,94.34581977518278,1164.4581298828125,3704.32861328125,≥70% coverage
1km,1000,subcounty,Igembe Central,29966.982421875,23677.544921875,6289.4375,79.0121093560328,0.4644623342751396,0.5038829381097153,1690.00830078125,4599.42822265625,26.87057945613181,73.12940501684372,64965.765625,7087.68017578125,≥70% coverage
1km,1000,subcounty,Igembe North,23499.7421875,19934.224609375,3565.517578125,84.82741831941641,0.3642256987244331,0.4242211639024715,1066.1011962890625,2499.415771484375,29.900320863084723,70.09966201873961,108350.828125,3050.47900390625,≥70% coverage
1km,1000,subcounty,Igembe South,23460.6640625,20144.013671875,3316.650390625,85.8629304703851,0.3636200215527688,0.4286856947288124,858.97247314453125,2457.677978515625,25.89879462642621,74.10120721383879,79076.8046875,3696.57763671875,≥70% coverage
1km,1000,subcounty,Ijara,9349.5595703125,4468.18603515625,4881.37353515625,47.79033709078668,0.14491009476155686,0.09508767546821495,3429.41162109375,1451.9619140625,70.25505416446227,29.744945835537735,952914.125,2399.68798828125,<50% coverage
1km,1000,subcounty,Ikolomani,17884.5625,16315.1435546875,1569.4189453125,91.22472833589023,0.2771952654190494,0.3472033311368633,0,1569.4189453125,0,100,0.24673505127429962,1969.3861083984375,≥70% coverage
1km,1000,subcounty,Isiolo North,25368.81640625,19101.51953125,6267.296875,75.29527284743189,0.39319473412321954,0.406500328286746,6030.18115234375,237.11447143554688,96.2166189445709,3.7833610911489948,1776013.25,416.7212829589844,≥70% coverage
1km,1000,subcounty,Isiolo South,15897.123046875,9615.5576171875,6281.5654296875,60.48614953054472,0.24639167116208754,0.20462913024548537,5923.03369140625,358.5313415527344,94.29231865377407,5.70767503046722,1169379.375,994.63983154296875,50–69% coverage
1km,1000,subcounty,Jomvu,11302.9521484375,10520.76171875,782.1904296875,93.07976872399988,0.17518599187455366,0.22389282096127766,73.40031433105469,708.78973388671875,9.38394431141014,90.61600691917104,1086.3873291015625,446.56298828125,≥70% coverage
1km,1000,subcounty,Juja,61620.5078125,54600.7890625,7019.71875,88.60814524385336,0.9550646272919756,1.1619619393268847,1540.52490234375,5479.1953125,21.94567841259666,78.05434245495947,14646.6171875,9551.15625,≥70% coverage
1km,1000,subcounty,Kabete,22402.724609375,22394.20703125,8.517578125,99.96197972222791,0.3472228741522513,0.4765721645878276,0,8.517425537109375,0,99.99820855308415,0,11.259764671325684,≥70% coverage
1km,1000,subcounty,Kabondo Kasipul,19195.033203125,17269.2421875,1925.791015625,89.96724311312222,0.2975064289924732,0.36750754865326085,291.8625793457031,1633.927734375,15.155464792267786,84.84449876014828,957.8323974609375,2462.38818359375,≥70% coverage
1km,1000,subcounty,Kabuchai,28864.330078125,23682.40625,5181.923828125,82.04730955438959,0.4473721757045445,0.5039863922603387,73.98943328857422,5107.9345703125,1.427837145868394,98.57216624044295,280.6612548828125,6696.828125,≥70% coverage
1km,1000,subcounty,Kacheliba,18223.439453125,2949.04296875,15274.396484375,16.182691397722348,0.28244756538254484,0.0627587209995197,15081.419921875,192.01068115234375,98.7366010650738,1.2570754029382554,464720.46875,408.1507873535156,<50% coverage
1km,1000,subcounty,Kaiti,18070.318359375,12602.890625,5467.427734375,69.74360038577593,0.28007432073519684,0.26820270335263735,2215.8955078125,3251.531494140625,40.52903148368374,59.47095512022014,10338.865234375,7704.43212890625,50–69% coverage
1km,1000,subcounty,Kajiado Central,15504.248046875,6541.31005859375,8962.93798828125,42.190437348634916,0.2403024481295695,0.13920592452833752,8714.0400390625,247.96885681152344,97.22303167171104,2.766602392382215,470925.59375,597.36004638671875,<50% coverage
1km,1000,subcounty,Kajiado East,28810.919921875,13971.2685546875,14839.6513671875,48.492962364869385,0.44654436443223683,0.2973232179131827,8471.2177734375,6368.43310546875,57.08501880420535,42.914977905412435,336680.5625,12449.7490234375,<50% coverage
1km,1000,subcounty,Kajiado North,30720.802734375,29627.109375,1093.693359375,96.43989329044709,0.4761458977730842,0.6304958968013948,58.92657470703125,1034.7657470703125,5.387851558384273,94.61205357063133,970.8621826171875,1445.8709716796875,≥70% coverage
1km,1000,subcounty,Kajiado South,17830.20703125,6158.0849609375,11672.1220703125,34.53737216928873,0.27635280261979817,0.13105049334653396,7845.458984375,3826.412109375,67.21536098675287,32.78248879102543,703638.25,11287.533203125,<50% coverage
1km,1000,subcounty,Kajiado West,18517.2265625,7130.82177734375,11386.40478515625,38.50912421077502,0.2870010117282354,0.15175135091751638,9549.7548828125,1835.5216064453125,83.86979966900459,16.120291181270563,873894.0625,4724.20703125,<50% coverage
1km,1000,subcounty,Kaloleni,13932.482421875,6954.00390625,6978.478515625,49.91216709042255,0.21594143904151306,0.14798848155369518,3822.33203125,3156.14697265625,54.77314321010943,45.22686378684913,50455.84375,10785.560546875,<50% coverage
1km,1000,subcounty,Kamukunji,35221.00390625,35221.00390625,0,100,0.5458951274943596,0.7495398272926018,0,0,NA,NA,0,0,≥70% coverage
1km,1000,subcounty,Kandara,22110.8515625,18436.154296875,3674.697265625,83.38057105020195,0.34269909412144633,0.3923406596927612,59.558067321777344,3615.1396484375,1.6207611951850838,98.37925105437576,208.362548828125,4396.28271484375,≥70% coverage
1km,1000,subcounty,Kanduyi,47235.8515625,40617.78515625,6618.06640625,85.98931492217659,0.7321148846197387,0.8643889808496117,242.3683319091797,6375.69921875,3.6622227253611537,96.33779456683735,2545.3984375,8853.24609375,≥70% coverage
1km,1000,subcounty,Kangema,15059.6669921875,11817.1201171875,3242.546875,78.46866815393638,0.23341182592651685,0.2514806845173682,873.67303466796875,2368.873779296875,26.944037151906052,73.05596096577247,16619.29296875,4439.044921875,≥70% coverage
1km,1000,subcounty,Kangundo,13119.8564453125,12014.728515625,1105.1279296875,91.57667666339182,0.20334643856220824,0.25568599806353115,243.25405883789062,861.8739013671875,22.011393640795614,77.98860912065646,1035.4595947265625,1715.8515625,≥70% coverage
1km,1000,subcounty,Kapenguria,26645.541015625,13164.1669921875,13481.3740234375,49.40476526435701,0.41298286240216037,0.28014725190795225,10667.138671875,2813.955078125,79.1250109471785,20.87291008492837,166847.921875,5582.1376953125,<50% coverage
1km,1000,subcounty,Kapseret,28328.677734375,21177.25,7151.427734375,74.7555187664223,0.43907002721206023,0.45067404523116217,2165.41845703125,4986.009765625,30.27952651500151,69.72048031274349,12262.013671875,9935.0859375,≥70% coverage
1km,1000,subcounty,Karachuonyo,28018.77734375,24231.267578125,3787.509765625,86.48224467771125,0.4342668389298328,0.5156667357901663,1431.7333984375,2354.174072265625,37.80144440634177,62.15625088631681,8703.9599609375,4331.15869140625,≥70% coverage
1km,1000,subcounty,Kasarani,89181.0234375,79571.140625,9609.8828125,89.22429633336198,1.3822288055466985,1.6933571558689828,240.96273803710938,9368.9208984375,2.507447205533854,97.49256136870815,3510.866455078125,5406.4853515625,≥70% coverage
1km,1000,subcounty,Kasipul,20636.703125,17730.8671875,2905.8359375,85.91908833548236,0.3198510670925554,0.3773314118144284,552.92486572265625,2352.9111328125,19.028082714069477,80.97191938636419,2394.199951171875,4428.06689453125,≥70% coverage
1km,1000,subcounty,Kathiani,15200.5615234375,12484.6875,2715.8740234375,82.13306778667395,0.23559556941959567,0.26568721713498805,608.161865234375,2107.7119140625,22.392859903885395,77.60713110672029,2828.068115234375,3905.284423828125,≥70% coverage
1km,1000,subcounty,Keiyo North,14056.974609375,9420.19140625,4636.783203125,67.01435883627053,0.21787096037907222,0.2004715327961146,1552.6265869140625,3084.156005859375,33.484994206062005,66.51499263068374,37318.96484375,6372.29541015625,50–69% coverage
1km,1000,subcounty,Keiyo South,16450.8203125,10899.14453125,5551.67578125,66.25289392388773,0.2549735003517434,0.23194520324676415,4687.6826171875,863.99383544921875,84.43725465776451,15.562757435641968,64318.90625,2308.851806640625,50–69% coverage
1km,1000,subcounty,Kesses,23764.83984375,14801.3076171875,8963.5322265625,62.28237898720849,0.36833448333608837,0.31498731792601514,4043.703125,4919.828125,45.112830776877274,54.88715832828267,43659.86328125,9012.982421875,50–69% coverage
1km,1000,subcounty,Khwisero,18263.70703125,16543.837890625,1719.869140625,90.58313223223396,0.2830716780498881,0.3520701859692144,3.132641315460205,1716.7359619140625,0.18214416675455924,99.8178245869451,7.089267730712891,1731.2513427734375,≥70% coverage
1km,1000,subcounty,Kiambaa,35377.01171875,33613.625,1763.38671875,95.01544468264007,0.548313113788035,0.7153331217997296,29.40933609008789,1733.979736328125,1.667775750910446,98.33235772339714,693.82708740234375,2258.909423828125,≥70% coverage
1km,1000,subcounty,Kiambu,18628.380859375,15657.662109375,2970.71875,84.05272700603528,0.28872380728584174,0.3332114378257197,296.3520812988281,2674.365966796875,9.975770385494357,90.02420598708225,2287.574462890625,2629.37451171875,≥70% coverage
1km,1000,subcounty,Kibra,21209.4609375,21209.4609375,0,100,0.328728318289322,0.45135952769483495,0,0,NA,NA,0,0,≥70% coverage
1km,1000,subcounty,Kibwezi East,20600.552734375,7470.30126953125,13130.25146484375,36.26262540551144,0.3192907672739661,0.15897582982847797,12413.1904296875,717.0604248046875,94.53886289172617,5.4611324598361035,223289.078125,2444.1611328125,<50% coverage
1km,1000,subcounty,Kibwezi West,19034.6640625,7244.61181640625,11790.05224609375,38.060098106374184,0.2950208458813084,0.15417292204744631,11407.208984375,382.8432312011719,96.75282811536655,3.247171625791688,174088.359375,935.07342529296875,<50% coverage
1km,1000,subcounty,Kieni,28016.505859375,14963.5966796875,13052.9091796875,53.40993182659971,0.4342316328847186,0.31844099903634104,10172.47265625,2880.43701171875,77.93260886301164,22.06739487777322,163118.203125,6947.013671875,50–69% coverage
1km,1000,subcounty,Kigumo,21769.546875,16835.015625,4934.53125,77.3328711050629,0.33740916637284596,0.35826675291874877,675.69000244140625,4258.841796875,13.693093998369275,86.30691713371964,7336.529296875,6589.59130859375,≥70% coverage
1km,1000,subcounty,Kiharu,20676.90625,16976.744140625,3700.162109375,82.10485618768524,0.3204741807921525,0.3612828840718176,1013.4120483398438,2686.75048828125,27.38831484631955,72.61169670036628,5410.978515625,5143.84423828125,≥70% coverage
1km,1000,subcounty,Kikuyu,32334.775390625,30206.66796875,2128.107421875,93.41851800061671,0.501161079376118,0.6428295102731061,270.29571533203125,1857.8116455078125,12.701225161551443,87.2987719703999,5561.82958984375,3139.849365234375,≥70% coverage
1km,1000,subcounty,Kilgoris,24082.115234375,7952.30517578125,16129.81005859375,33.02162247122739,0.373251977745875,0.16923337744428782,13691.8515625,2437.957275390625,84.88538620580447,15.114606226201117,250655.3125,9933.669921875,<50% coverage
1km,1000,subcounty,Kilifi North,23485.763671875,16408.376953125,7077.38671875,69.86520507644633,0.3640090438105186,0.34918743543862474,1357.3992919921875,5719.9873046875,19.17938563956174,80.82061263564466,45125.80078125,20530.091796875,50–69% coverage
1km,1000,subcounty,Kilifi South,20176.53125,15550.9423828125,4625.5888671875,77.0744098186476,0.3127188006460596,0.3309403303459532,716.70404052734375,3908.884033203125,15.49433079994249,84.50565204641386,19277.42578125,10599.646484375,≥70% coverage
1km,1000,subcounty,Kilimani,29718.95703125,29718.95703125,0,100,0.460618155029214,0.6324505110590151,0,0,NA,NA,0,0,≥70% coverage
1km,1000,subcounty,Kilome,17601.943359375,9360.076171875,8241.8671875,53.17637933932854,0.27281491293919136,0.19919221768882725,7230.33154296875,1011.5355224609375,87.7268630818828,12.273135437016984,64328.56640625,2565.003173828125,50–69% coverage
1km,1000,subcounty,Kimilili,26039.8359375,21762.591796875,4277.244140625,83.57422776821211,0.403594957056613,0.46313073131837995,6.224215507507324,4271.01953125,0.14551929473443218,99.85447149682481,26.04912567138672,4607.53369140625,≥70% coverage
1km,1000,subcounty,Kiminini,34682.3203125,25732.42578125,8949.89453125,74.19464888563316,0.5375459972460565,0.5476129535443264,691.8780517578125,8258.0185546875,7.730572123973179,92.26945106283986,5514.15283203125,12179.49609375,≥70% coverage
1km,1000,subcounty,Kinango,24462.083984375,7001.29296875,17460.791015625,28.620999638550952,0.37914116505516443,0.14899484229893187,14239.7060546875,3221.0849609375,81.55246828133346,18.447531718666543,518406,10946.6044921875,<50% coverage
1km,1000,subcounty,Kinangop,20753.3359375,11858.6806640625,8894.6552734375,57.14108179897283,0.3216587749085843,0.25236513645433717,3451.72119140625,5442.935546875,38.80668879562176,61.193327673186815,28073.203125,12073.064453125,50–69% coverage
1km,1000,subcounty,Kipipiri,20827.763671875,10379.994140625,10447.76953125,49.83729556448607,0.3228123404813858,0.22089713956397689,8501.9990234375,1945.771240234375,81.37621142969735,18.623795580620715,75068.53125,5177.06689453125,<50% coverage
1km,1000,subcounty,Kipkelion East,19051.927734375,12007.8837890625,7044.0439453125,63.02713277353516,0.29528841787852655,0.25554033511822793,2308.1328125,4735.91064453125,32.767155208280045,67.23283785988855,51487.203125,10862.9599609375,50–69% coverage
1km,1000,subcounty,Kipkelion West,18451.10546875,10945.0380859375,7506.0673828125,59.3191454272197,0.28597619190768736,0.23292186612513854,1297.5634765625,6208.5048828125,17.286861553277276,82.71315145703092,6508.22509765625,13484.3134765625,50–69% coverage
1km,1000,subcounty,Kirinyaga Central,17006.181640625,15197.1025390625,1809.0791015625,89.36222639630695,0.26358112107229975,0.3234102481234373,68.411407470703125,1740.6671142578125,3.781559767708126,96.21840818095791,10970.7802734375,2597.176513671875,≥70% coverage
